user_query,Preprocessed,Raw SQL,Final SQL,result,
List stocks where today's low > yesterday's high and today's volume is 3x of the previous day's volume on 16th July 2024.,"Based on the provided query and schema, the preprocessed components are as follows:

1. Intent: List stocks
2. Required tables:
   - `equity_prices_1d`
3. Columns:
   - `security_code`, `high`, `low`, `volume` for both today and yesterday
4. Conditions:
   - Today's low > Yesterday's high
   - Today's volume is 3x of the previous day's volume on 16th July 2024
5. Joins: Not applicable
6. Aggregations: Not applicable
7. Sorting/Grouping: Not specified

Preprocessed structured query components:

Intent: List stocks
Tables: `equity_prices_1d`
Columns: 
- `security_code`
- `high` (today and yesterday)
- `low` (today and yesterday)
- `volume` (today and previous day on 16th July 2024)
Conditions:
- Today's low > Yesterday's high
- Today's volume is 3x of the previous day's volume on 16th July 2024","```sql
SELECT ep.security_code, ep.high AS today_high, ep.low AS today_low, ep.volume AS today_volume, ep_prev.volume AS prev_day_volume
FROM equity_prices_1d AS ep
JOIN equity_prices_1d AS ep_prev ON ep.security_code = ep_prev.security_code AND ep.date_time = '2024-11-19 00:00:00' AND ep_prev.date_time = '2024-11-16 00:00:00'
WHERE ep.low > ep_prev.high AND ep.volume >= 3 * ep_prev.volume
```","SELECT ep.security_code, ep.high AS today_high, ep.low AS today_low, ep.volume AS today_volume, ep_prev.volume AS prev_day_volume
FROM equity_prices_1d AS ep
JOIN equity_prices_1d AS ep_prev ON ep.security_code = ep_prev.security_code AND ep.date_time = '2024-11-19' AND ep_prev.date_time = '2024-11-16'
WHERE ep.low > ep_prev.high AND ep.volume >= 3 * ep_prev.volume",[],
"List stocks where today's price > yesterday's close, and one-day ago price > 2-day ago price, and 2-day ago price > 3-day ago price on 16th July 2024, and next day closing is lesser than the previous day close, and 17th July 2024 volume < previous day volume.","**Preprocessed Query:**

**Intent:** Identify stocks based on specified price and volume conditions on 16th and 17th July 2024.

**Required Tables:**
- `equity_prices_1d`

**Columns:**
- `security_code`
- `close`
- `volume`

**Conditions:**
- Today's price > Yesterday's close
- One-day ago price > 2-day ago price
- 2-day ago price > 3-day ago price on 16th July 2024
- Next day closing is lesser than the previous day close on 17th July 2024
- 17th July 2024 volume < previous day volume

---

```sql
SELECT A.security_code
FROM equity_prices_1d A
JOIN equity_prices_1d B ON A.security_code = B.security_code
JOIN equity_prices_1d C ON A.security_code = C.security_code
JOIN equity_prices_1d D ON A.security_code = D.security_code
WHERE A.date_time = '2024-07-16'
    AND B.date_time = '2024-07-15'
    AND C.date_time = '2024-07-14'
    AND D.date_time = '2024-07-13'
    AND A.close > B.close
    AND B.close > C.close
    AND C.close > D.close
    AND A.volume < B.volume
```

Note: The query is structured based on the given schema and the specified conditions.","```sql
SELECT A.security_code
FROM equity_prices_1d A
JOIN equity_prices_1d B ON A.security_code = B.security_code
JOIN equity_prices_1d C ON A.security_code = C.security_code
JOIN equity_prices_1d D ON A.security_code = D.security_code
WHERE A.date_time = '2024-07-16'
    AND B.date_time = '2024-07-15'
    AND C.date_time = '2024-07-14'
    AND D.date_time = '2024-07-13'
    AND A.close > B.close
    AND B.close > C.close
    AND C.close > D.close
    AND A.volume < B.volume
```  ","SELECT A.security_code
FROM equity_prices_1d A
JOIN equity_prices_1d B ON A.security_code = B.security_code
JOIN equity_prices_1d C ON A.security_code = C.security_code
JOIN equity_prices_1d D ON A.security_code = D.security_code
WHERE A.date_time = '2024-07-16'
    AND B.date_time = '2024-07-15'
    AND C.date_time = '2024-07-14'
    AND D.date_time = '2024-07-13'
    AND A.close > B.close
    AND B.close > C.close
    AND C.close > D.close
    AND A.volume < B.volume",[],
List stocks whose volume is +20% than 2 days before volume on 27th September 2024.,"**Intent:** Extract stocks whose volume increased by 20% compared to the volume two days prior on 27th September 2024.

**Required Tables:**
- `equity_prices_1d`

**Columns:**
- equity_prices_1d: ['date_time', 'security_code', 'open', 'high', 'low', 'close', 'volume', 'version']

**Conditions:**
- Calculate the percentage increase in volume between two days.
- Filter for records on 27th September 2024.
- Compare the volume on 27th September 2024 with the volume two days before.

**Query:**
```sql
SELECT ep1.security_code
FROM equity_prices_1d ep1
JOIN equity_prices_1d ep2 ON ep1.security_code = ep2.security_code
WHERE ep1.date_time = '2024-09-27'
AND ep2.date_time = '2024-09-25'
AND ep1.volume > 1.2 * ep2.volume
```

This query will list the stocks whose volume on 27th September 2024 is at least 20% higher than the volume on 25th September 2024.","```sql
SELECT ep1.security_code
FROM equity_prices_1d ep1
JOIN equity_prices_1d ep2 ON ep1.security_code = ep2.security_code
WHERE ep1.date_time = '2024-09-27'
AND ep2.date_time = '2024-09-25'
AND ep1.volume > 1.2 * ep2.volume
```","SELECT ep1.security_code
FROM equity_prices_1d ep1
JOIN equity_prices_1d ep2 ON ep1.security_code = ep2.security_code
WHERE ep1.date_time = '2024-09-27'
AND ep2.date_time = '2024-09-25'
AND ep1.volume > 1.2 * ep2.volume",[],
List stocks whose volume is 20% higher than 2 days before volume on 27th September 2024.,"Intent: List stocks whose volume is 20% higher than 2 days before volume on 27th September 2024.

Components:
- Tables: equity_prices_1d
- Columns: security_code, volume, date_time
- Conditions: 
    - Calculate volume on 27th September 2024 and 2 days before
    - Filter stocks where volume on 27th September 2024 is 20% higher than 2 days before volume
- Aggregations: None
- Sorting/Grouping: None","```sql
SELECT ep.security_code
FROM equity_prices_1d AS ep
JOIN equity_prices_1d AS ep2 ON ep.security_code = ep2.security_code
WHERE ep.date_time = '2024-09-27' 
AND ep2.date_time = '2024-09-25' 
AND ep.volume > 1.2 * ep2.volume
```","SELECT ep.security_code
FROM equity_prices_1d AS ep
JOIN equity_prices_1d AS ep2 ON ep.security_code = ep2.security_code
WHERE ep.date_time = '2024-09-27' 
AND ep2.date_time = '2024-09-25' 
AND ep.volume > 1.2 * ep2.volume",[],
"List stocks whose volume is between 20000 and 30000 on 27th September 2024. I need symbol, price, 10-day average volume in the columns.","**Query Preprocessing:**

- **Intent:** Retrieve stocks with volume between 20000 and 30000 on 27th September 2024 along with their symbol, price, and 10-day average volume.

- **Required Tables:** `equity_prices_1d`

- **Columns:**
    - `security_code` (symbol)
    - `close` (price)
    - 10-day average volume  

- **Conditions:**
    - Volume between 20000 and 30000
    - Date is 27th September 2024

- **Joins:** No joins required as we are only selecting data from the `equity_prices_1d` table.

- **Aggregations:** Calculate the 10-day average volume

- **Sorting/Grouping:** Not specified in the query.

By following the schema and the query requirements, the preprocessed SQL query could involve calculations for the 10-day average volume based on historical data.","```sql
SELECT 
    security_code AS symbol, 
    close AS price, 
    avg(volume) AS ""10-day average volume""
FROM equity_prices_1d
WHERE date_time = '2024-09-27' AND volume BETWEEN 20000 AND 30000
GROUP BY security_code, close
```","SELECT 
    equity_prices_1d.security_code AS symbol, 
    equity_prices_1d.close AS price, 
    AVG(equity_prices_1d.volume) AS ""10-day average volume""
FROM equity_prices_1d
WHERE equity_prices_1d.date_time = '2024-09-27' AND equity_prices_1d.volume BETWEEN 20000 AND 30000
GROUP BY equity_prices_1d.security_code, equity_prices_1d.close",[],
"Give me symbol, price, 10-day average volume where stocks are in between 5% and 10% below their 52-week high.","**Structured Query Preprocessing:**
- **Intent:** Retrieve symbol, price, and 10-day average volume for stocks that are between 5% and 10% below their 52-week high.
- **Required Tables:** `equity_prices_1d`
- **Columns:**
    - `symbol`: Not present in the schema, will be derived from `security_code`
    - `price`: Derived from `close` in `equity_prices_1d` table
    - `10-day average volume`: Derived using volume data in `equity_prices_1d` table
- **Conditions:**
    - Stocks should be between 5% and 10% below their 52-week high
- **Joins:** No explicit joins are required as we are working with a single table
- **Aggregations:** Calculate the 10-day average volume
- **Sorting/Grouping:** Not specified

**Adjusted Query:**
```sql
SELECT security_code AS symbol, 
       close AS price, 
       AVG(volume) AS ""10-day average volume""
FROM equity_prices_1d
WHERE (high < 0.95 * 52_week_high) AND (high > 0.90 * 52_week_high)
GROUP BY security_code, close
```
In the adjusted query:
- `symbol` is derived from `security_code`
- `price` is extracted from `close` column
- `10-day average volume` is calculated using the `AVG()` function on the `volume` column
- The conditions for being between 5% and 10% below 52-week high are applied
- Grouping by `security_code` and `close` to include in the SELECT statement and for aggregating the data.","```sql
SELECT ep.security_code AS symbol, 
       ep.close AS price, 
       AVG(ep.volume) AS ""10-day average volume""
FROM equity_prices_1d AS ep
JOIN (
    SELECT security_code, 
           MAX(high) AS 52_week_high
    FROM equity_prices_1d
    WHERE date_time >= '2023-11-19 00:00:00' AND date_time <= '2024-11-19 00:00:00'
    GROUP BY security_code
) AS max_high ON ep.security_code = max_high.security_code
WHERE (ep.high < 0.95 * max_high.52_week_high) AND (ep.high > 0.90 * max_high.52_week_high)
AND ep.date_time = '2024-11-19 00:00:00'
GROUP BY ep.security_code, ep.close
```","SELECT ep.security_code AS symbol, 
       ep.close AS price, 
       AVG(ep.volume) AS ""10-day average volume""
FROM equity_prices_1d AS ep
JOIN (
    SELECT security_code, 
           MAX(high) AS 52_week_high
    FROM equity_prices_1d
    WHERE date_time >= '2023-11-19' AND date_time <= '2024-11-19'
    GROUP BY security_code
) AS max_high ON ep.security_code = max_high.security_code
WHERE (ep.high < 0.95 * max_high.52_week_high) AND (ep.high > 0.90 * max_high.52_week_high)
AND ep.date_time = '2024-11-19'
GROUP BY ep.security_code, ep.close",[],
Give me a 5-day average price for Nifty50 stocks on 16th July 2024.,"**Preprocessed Query:**
- **Intent:** Calculate the 5-day average price for Nifty50 stocks on 16th July 2024.
- **Tables:** `equity_prices_1d`
- **Columns:** `date_time`, `close`
- **Conditions:** 
  - Filter by `security_code` for Nifty50 stocks.
  - Calculate the average of `close` prices for the past 5 days leading up to 16th July 2024.
- **Aggregation:** Calculate the average of `close` prices.
- **Sorting:** Not applicable for this query.

**Structured Query:**
```sql
SELECT AVG(close) AS five_day_avg_price
FROM equity_prices_1d
WHERE security_code IN (SELECT security_code FROM master_prime_1d WHERE index_name = 'Nifty50')
  AND date_time BETWEEN '2024-07-11' AND '2024-07-16'
```

This query calculates the 5-day average closing price for Nifty50 stocks on 16th July 2024 by filtering the relevant `security_code`s and date range within the `equity_prices_1d` table.","```sql
SELECT AVG(close) AS five_day_avg_price
FROM equity_prices_1d
WHERE security_code IN (SELECT security_code FROM master_prime_1d WHERE index_name = 'Nifty50')
  AND date_time BETWEEN '2024-07-11' AND '2024-07-16'
```","SELECT AVG(ep.close) AS five_day_avg_price
FROM equity_prices_1d ep
INNER JOIN master_prime_1d mp ON ep.security_code = mp.security_code
WHERE mp.index_name = 'Nifty50'
  AND ep.date_time BETWEEN '2024-07-11' AND '2024-07-16'",[],
Give me price and volume data for ICICI Bank for the last 5 days on 16th July 2024.,"**Preprocessed Query:**
- Intent: Retrieve price and volume data
- Tables: `equity_prices_1d`
- Columns: `date_time`, `open`, `high`, `low`, `close`, `volume`
- Conditions: `security_code` for ICICI Bank and date within the last 5 days of 16th July 2024
- Sorting/Grouping: Not specified

**Final Query:**
```sql
SELECT date_time, open, high, low, close, volume
FROM equity_prices_1d
WHERE security_code = 'ICICI Bank'
AND date_time BETWEEN '2024-07-11 00:00:00' AND '2024-07-16 23:59:59'
```

Note: This query retrieves the price and volume data for ICICI Bank for the last 5 days leading up to 16th July 2024 from the `equity_prices_1d` table based on the provided schema.","```sql
SELECT date_time, open, high, low, close, volume
FROM equity_prices_1d
WHERE security_code = 'ICICI Bank'
AND date_time BETWEEN '2024-07-11 00:00:00' AND '2024-07-16 23:59:59'
```  ","SELECT ep.date_time, ep.open, ep.high, ep.low, ep.close, ep.volume
FROM equity_prices_1d AS ep
INNER JOIN master_prime_1d AS mp ON ep.security_code = mp.security_code
WHERE mp.company_name = 'ICICI Bank'
AND ep.date_time BETWEEN '2024-07-11' AND '2024-07-16 23:59:59'",[],
List stocks going below the previous week's low on 20th September 2024.,"**Intent:** List stocks going below the previous week's low on 20th September 2024.

**Components:**
- Required Tables:
  - `master_prime_1d`
  - `equity_prices_1d`
  
- Columns:
  - `equity_prices_1d.date_time`
  - `equity_prices_1d.security_code`
  - `equity_prices_1d.low`
  
- Conditions:
  - Filter stocks where the low price on 20th September 2024 is below the previous week's low
  
- Joins:
  - Join `equity_prices_1d` with `master_prime_1d` on `equity_prices_1d.security_code = master_prime_1d.security_code`
  
- Aggregations:
  - None
  
- Sorting/Grouping:
  - None

**Preprocessed Query:**

```sql
SELECT ep.date_time, ep.security_code, ep.low
FROM equity_prices_1d ep
JOIN master_prime_1d mp ON ep.security_code = mp.security_code
WHERE ep.date_time = '2024-09-20'
AND ep.low < (SELECT MIN(low) FROM equity_prices_1d WHERE date_time >= '2024-09-13' AND date_time < '2024-09-20')
```

This query retrieves the date, security code, and low price of stocks that went below the previous week's low on 20th September 2024 by joining the required tables and applying the necessary conditions.","```sql
SELECT ep.date_time, ep.security_code, ep.low
FROM equity_prices_1d ep
JOIN master_prime_1d mp ON ep.security_code = mp.security_code
WHERE ep.date_time = '2024-09-20'
AND ep.low < (SELECT MIN(low) FROM equity_prices_1d WHERE date_time >= '2024-09-13' AND date_time < '2024-09-20')
```","SELECT ep.date_time, ep.security_code, ep.low
FROM equity_prices_1d ep
JOIN master_prime_1d mp ON ep.security_code = mp.security_code
WHERE ep.date_time = '2024-09-20'
AND ep.low < (SELECT MIN(low) FROM equity_prices_1d WHERE date_time >= '2024-09-13' AND date_time < '2024-09-20')",[],
List stocks closing below yesterday's high on 20th September 2024.,"Structured Query Preprocessing:
Intent: Retrieve stocks closing below yesterday's high on 20th September 2024.
Tables: master_prime_1d, equity_prices_1d
Columns: security_code, company_name, short_company_name, industry_name, broad_industry_name, major_sector_name, index_name, date_time, open, high, low, close, volume, version
Conditions: Filter for closing price below yesterday's high on 20th September 2024
Joins: Join on security_code between master_prime_1d and equity_prices_1d
Sorting: Not specified in the query

Final Processed Query:
```sql
SELECT m.security_code, m.company_name, m.short_company_name, m.industry_name, m.broad_industry_name, m.major_sector_name, m.index_name,
       e.date_time, e.open, e.high, e.low, e.close, e.volume, e.version
FROM master_prime_1d m
JOIN equity_prices_1d e ON m.security_code = e.security_code
WHERE e.close < 
    (SELECT MAX(high)
     FROM equity_prices_1d
     WHERE date_time = '2024-09-19')
     AND e.date_time = '2024-09-20';
```

This query preprocesses the user's request by selecting the specified columns from the master_prime_1d and equity_prices_1d tables, filtering for stocks closing below yesterday's high on 20th September 2024 through a subquery comparison, and ensuring the join is on the security_code.","```sql
SELECT m.security_code, m.company_name, m.short_company_name, m.industry_name, m.broad_industry_name, m.major_sector_name, m.index_name,
       e.date_time, e.open, e.high, e.low, e.close, e.volume, e.version
FROM master_prime_1d m
JOIN equity_prices_1d e ON m.security_code = e.security_code
WHERE e.close < 
    (SELECT MAX(high)
     FROM equity_prices_1d
     WHERE date_time = '2024-09-19')
     AND e.date_time = '2024-09-20';
```  ","SELECT m.security_code, m.company_name, m.short_company_name, m.industry_name, m.broad_industry_name, m.major_sector_name, m.index_name,
       e.date_time, e.open, e.high, e.low, e.close, e.volume, e.version
FROM master_prime_1d m
JOIN equity_prices_1d e ON m.security_code = e.security_code
WHERE e.close < 
    (SELECT MAX(high)
     FROM equity_prices_1d
     WHERE date_time = '2024-09-19')
     AND e.date_time = '2024-09-20';",[],
List stocks closing above the previous week's closing price on 20th September 2024.,"**Query Preprocessed:**

- Intent: Retrieve stocks closing above the previous week's closing price on 20th September 2024.
- Tables: `equity_prices_1d`
- Columns: `security_code`, `close`
- Conditions: Closing price on 20th September 2024 > Closing price previous week
- Sorting: Not specified

**Final Query:**

```sql
SELECT security_code, close
FROM equity_prices_1d
WHERE date_time = '2024-09-20'
AND close > (
    SELECT close
    FROM equity_prices_1d
    WHERE date_time = '2024-09-13' -- Assuming 13th September is the previous week's closing date
)
``` 

This query will list the stocks closing above the previous week's closing price on September 20th, 2024, based on the provided schema.","```sql
SELECT ep.security_code, ep.close
FROM equity_prices_1d AS ep
JOIN (
    SELECT security_code, close
    FROM equity_prices_1d
    WHERE date_time = '2024-09-20'
) AS ep_curr ON ep.security_code = ep_curr.security_code
JOIN (
    SELECT security_code, close
    FROM equity_prices_1d
    WHERE date_time = '2024-09-13'
) AS ep_prev ON ep.security_code = ep_prev.security_code
WHERE ep.date_time = '2024-09-20' 
AND ep.close > ep_prev.close
```","SELECT ep.security_code, ep.close
FROM equity_prices_1d AS ep
JOIN (
    SELECT security_code, close
    FROM equity_prices_1d
    WHERE date_time = '2024-09-20'
) AS ep_curr ON ep.security_code = ep_curr.security_code
JOIN (
    SELECT security_code, close
    FROM equity_prices_1d
    WHERE date_time = '2024-09-13'
) AS ep_prev ON ep.security_code = ep_prev.security_code
WHERE ep.date_time = '2024-09-20' 
AND ep.close > ep_prev.close",[],
List NIFTY500 stocks with their closing price 1% lower from the day's high on 20th September 2024.,"**Query Preprocessing:**

**Intent:** Retrieve the NIFTY500 stocks with their closing price 1% lower from the day's high on 20th September 2024.

**Required Tables and Columns:**
- Table: `equity_prices_1d`
- Columns: 
    - `security_code`
    - `close`
    - `high`
    - `date_time`

**Conditions:**
- Date: 20th September 2024
- Closing price 1% lower than the day's high

**Components:**
- **Tables:** `equity_prices_1d`
- **Columns:** `security_code`, `close`, `high`, `date_time`
- **Conditions:** 
    - Date: `date_time` = '2024-09-20'
    - Closing price: `close` = 0.99 * `high`

**Structured Query:**
```sql
SELECT security_code, close
FROM equity_prices_1d
WHERE date_time = '2024-09-20' AND close = 0.99 * high;
```

Please note that this preprocessing assumes that the column types are suitable for performing arithmetic operations like multiplying the high value by 0.99. If the data types are different, casting or conversion may be required.","```sql
SELECT ep.security_code, ep.close
FROM equity_prices_1d AS ep
JOIN
    (SELECT security_code, close, high
    FROM equity_prices_1d
    WHERE date_time = '2024-09-20' AND close = 0.99 * high) AS sub
ON ep.security_code = sub.security_code
WHERE ep.date_time = '2024-09-20'
    AND ep.close = sub.close;
```","SELECT ep.security_code, ep.close
FROM equity_prices_1d AS ep
JOIN
    (SELECT security_code, close, high
    FROM equity_prices_1d
    WHERE date_time = '2024-09-20' AND close = 0.99 * high) AS sub
ON ep.security_code = sub.security_code
WHERE ep.date_time = '2024-09-20'
    AND ep.close = sub.close;",[],
List stocks with their closing price 5% lower from the day's high on 20th September 2024.,"**Query Preprocessing:**

**Intent:** List stocks with their closing price 5% lower from the day's high on 20th September 2024.

**Required Tables:**
- `master_prime_1d`
- `equity_prices_1d`

**Columns:**
- `equity_prices_1d.date_time`
- `equity_prices_1d.security_code`
- `equity_prices_1d.close`
- `equity_prices_1d.high`

**Conditions:**
- Date: 20th September 2024
- Filter: Closing price is 5% lower than the day's high

**Joins:** No explicit joins are required as we are working with a single table.

**Aggregations:** None

**Sorting/Grouping:** None

**Preprocessed Query:**
```sql
SELECT 
    eqp.date_time,
    eqp.security_code,
    eqp.close,
    eqp.high
FROM
    equity_prices_1d eqp
WHERE
    eqp.date_time = '2024-09-20'
    AND (eqp.high * 0.95) >= eqp.close;
```

In the preprocessed query, we have structured the SQL statement to retrieve the required columns from the `equity_prices_1d` table for stocks with closing prices 5% lower than the day's high on September 20th, 2024.","```sql
SELECT 
    eqp.date_time,
    eqp.security_code,
    eqp.close,
    eqp.high
FROM
    equity_prices_1d eqp
WHERE
    eqp.date_time = '2024-09-20'
    AND (eqp.high * 0.95) >= eqp.close;
```","SELECT 
    eqp.date_time,
    eqp.security_code,
    eqp.close,
    eqp.high
FROM
    equity_prices_1d eqp
WHERE
    eqp.date_time = '2024-09-20'
    AND (eqp.high * 0.95) >= eqp.close;",[],
"On 16th September 2024, which stocks have closed below their previous weekly candle low?","**Intent:** Find stocks that have closed below their previous weekly candle low on 16th September 2024.

**Required Tables:**
- `equity_prices_1d`

**Columns:**
- `security_code`
- `date_time`
- `close`
- `low`

**Conditions:**
- Date: `16th September 2024`
- Close price should be below the previous weekly candle low

**Joins:** No joins are necessary as we are only using data from the `equity_prices_1d` table.

**Aggregations:** None needed as we are looking for individual stock instances.

**Sorting/Grouping:** None needed as the query does not require sorting or grouping.

**Preprocessed Query:**
```sql
SELECT security_code, date_time, close, low
FROM equity_prices_1d
WHERE date_time = '2024-09-16'
AND close < (
    SELECT MIN(low) 
    FROM equity_prices_1d 
    WHERE date_time BETWEEN '2024-09-09' AND '2024-09-15'
)
```

This query retrieves the `security_code`, `date_time`, `close`, and `low` columns from the `equity_prices_1d` table for stocks where the `close` price on 16th September 2024 is below the previous weekly candle low between 9th September 2024 and 15th September 2024.","```sql
SELECT DISTINCT ep.security_code
FROM equity_prices_1d ep
WHERE ep.date_time = '2024-09-16'
AND ep.close < (
    SELECT MIN(ep2.low) 
    FROM equity_prices_1d ep2
    WHERE ep2.date_time BETWEEN '2024-09-09' AND '2024-09-15'
)
```","SELECT DISTINCT ep.security_code
FROM equity_prices_1d ep
WHERE ep.date_time = '2024-09-16'
AND ep.close < (
    SELECT MIN(ep2.low) 
    FROM equity_prices_1d ep2
    WHERE ep2.date_time BETWEEN '2024-09-09' AND '2024-09-15'
)",[],
"List stocks that have closed above their August 2024 high in September 2024, along with the dates and symbols.","**Structured Query:**

**Intent:**  
List stocks that have closed above their August 2024 high in September 2024, along with the dates and symbols.

**Components:**
- Tables: `equity_prices_1d`
- Columns: `date_time`, `security_code`, `high`, `close`
- Conditions:
  - Close > August 2024 high
  - Date range: September 2024
- Sorting: By `date_time` and `security_code`

**Validated Query:**
```sql
SELECT date_time, security_code
FROM equity_prices_1d
WHERE date_time >= '2024-09-01' AND date_time <= '2024-09-30'
AND close > (
    SELECT MAX(high)
    FROM equity_prices_1d
    WHERE date_time >= '2024-08-01' AND date_time <= '2024-08-31'
    )
ORDER BY date_time, security_code;
```

This query selects the `date_time` and `security_code` columns from the `equity_prices_1d` table for stocks whose closing price in September 2024 is above their highest closing price in August 2024. The query is sorted by `date_time` and `security_code`.","```sql
SELECT ep.date_time, ep.security_code
FROM equity_prices_1d AS ep
JOIN (
    SELECT security_code, MAX(high) AS max_high
    FROM equity_prices_1d
    WHERE date_time >= '2024-08-01' AND date_time <= '2024-08-31'
    GROUP BY security_code
) AS august_high
ON ep.security_code = august_high.security_code
WHERE ep.date_time >= '2024-09-01' 
AND ep.date_time <= '2024-09-30'
AND ep.close > august_high.max_high
ORDER BY ep.date_time, ep.security_code;
```  ","SELECT ep.date_time, ep.security_code
FROM equity_prices_1d AS ep
JOIN (
    SELECT security_code, MAX(high) AS max_high
    FROM equity_prices_1d
    WHERE date_time >= '2024-08-01' AND date_time <= '2024-08-31'
    GROUP BY security_code
) AS august_high
ON ep.security_code = august_high.security_code
WHERE ep.date_time >= '2024-09-01' 
AND ep.date_time <= '2024-09-30'
AND ep.close > august_high.max_high
ORDER BY ep.date_time, ep.security_code;",[],
List stocks that are within 5% of their 3-month low on 20th September 2024.,"Intent: Retrieve stocks that are within 5% of their 3-month low on 20th September 2024.

Tables:
- equity_prices_1d

Columns:
- security_code
- low

Conditions:
- Calculate the 3-month low for each stock.
- Filter stocks where the close price on 20th September 2024 is within 5% of their 3-month low.

Query:
```sql
SELECT security_code
FROM equity_prices_1d
WHERE date_time = '2024-09-20'
AND close <= 1.05 * (SELECT MIN(low) FROM equity_prices_1d WHERE date_time >= '2024-06-20' AND date_time <= '2024-09-20')
```
This query retrieves the security codes of stocks that are within 5% of their 3-month low on 20th September 2024 from the equity_prices_1d table.","```sql
SELECT ep.security_code
FROM equity_prices_1d ep
INNER JOIN (
    SELECT security_code, MIN(low) AS three_month_low
    FROM equity_prices_1d
    WHERE date_time >= '2024-06-20' AND date_time <= '2024-09-20'
    GROUP BY security_code
) tml ON ep.security_code = tml.security_code
WHERE ep.date_time = '2024-09-20' 
AND ep.close <= 1.05 * tml.three_month_low
```","SELECT ep.security_code
FROM equity_prices_1d ep
INNER JOIN (
    SELECT e.security_code, MIN(e.low) AS three_month_low
    FROM equity_prices_1d e
    WHERE e.date_time >= '2024-06-20' AND e.date_time <= '2024-09-20'
    GROUP BY e.security_code
) tml ON ep.security_code = tml.security_code
WHERE ep.date_time = '2024-09-20' 
AND ep.close <= 1.05 * tml.three_month_low",[],
List stocks that are trading within 3% of their 3-year high on 20th September 2024.,"**Intent:** List stocks that are trading within 3% of their 3-year high on 20th September 2024.

**Components:**
- **Tables:** `master_prime_1d`, `equity_prices_1d`
- **Columns:** 
  - From `master_prime_1d`: ['security_code', 'company_name']
  - From `equity_prices_1d`: ['security_code', 'high']
- **Conditions:** 
  - Calculate the 3-year high as a value within 3% of the 'high' value from the `equity_prices_1d` table.
  - Filter the data for the date 20th September 2024.
- **Joins:** Use the 'security_code' column to join `master_prime_1d` and `equity_prices_1d`.
- **Sorting/Grouping:** None specified.

**Structured Query:**
```sql
SELECT mp.security_code, mp.company_name
FROM master_prime_1d mp
JOIN equity_prices_1d ep ON mp.security_code = ep.security_code
WHERE ep.date_time = '2024-09-20'
AND ep.high >= (0.97 * (SELECT MAX(high) 
                     FROM equity_prices_1d 
                     WHERE date_time >= '2021-09-20' 
                     AND date_time < '2024-09-20')
               )
```

This query retrieves the security codes and company names of stocks that are trading within 3% of their 3-year high on 20th September 2024 by joining the `master_prime_1d` and `equity_prices_1d` tables and applying the specified conditions.","```sql
SELECT mp.security_code, mp.company_name
FROM master_prime_1d AS mp
JOIN equity_prices_1d AS ep ON mp.security_code = ep.security_code
WHERE ep.date_time = '2024-09-20'
AND ep.high >= (0.97 * (SELECT MAX(high) 
                         FROM equity_prices_1d 
                         WHERE date_time >= '2021-09-20' 
                         AND date_time < '2024-09-20')
                )
```","SELECT mp.security_code, mp.company_name
FROM master_prime_1d AS mp
JOIN equity_prices_1d AS ep ON mp.security_code = ep.security_code
WHERE ep.date_time = '2024-09-20'
AND ep.high >= (0.97 * (SELECT MAX(high) 
                         FROM equity_prices_1d 
                         WHERE date_time >= '2021-09-20' 
                         AND date_time < '2024-09-20')
                )",[],
List stocks that are within 5% of their 52-week low on 20th September 2024.,"**Intent:**
List stocks within 5% of their 52-week low on 20th September 2024.

**Components:**
- Tables:
    - `equity_prices_1d`

- Columns:
    - `security_code`
    - `low`

- Conditions:
    - Date: 20th September 2024
    - Stock price within 5% of the 52-week low

- Sorting/Grouping:
    - No specific sorting or grouping mentioned.

**Validated Query:**
```sql
SELECT security_code
FROM equity_prices_1d
WHERE date_time = '2024-09-20'
AND low >= (SELECT MIN(low) * 0.95 FROM equity_prices_1d WHERE date_time >= '2023-09-20' AND date_time < '2024-09-20')
AND low <= (SELECT MAX(high) FROM equity_prices_1d WHERE date_time >= '2023-09-20' AND date_time < '2024-09-20')
```

Please note that the query assumes that the 52-week low is considered within the year preceding the specified date.","```sql
SELECT ep.security_code
FROM equity_prices_1d ep
JOIN (
    SELECT security_code, 
        MIN(low) as min_low,
        MAX(high) as max_high
    FROM equity_prices_1d
    WHERE date_time >= '2023-09-20' AND date_time < '2024-09-20'
    GROUP BY security_code
) t
ON ep.security_code = t.security_code
WHERE ep.date_time = '2024-09-20'
AND ep.low >= t.min_low * 0.95
AND ep.low <= t.max_high
```","SELECT ep.security_code
FROM equity_prices_1d ep
JOIN (
    SELECT security_code, 
        MIN(low) as min_low,
        MAX(high) as max_high
    FROM equity_prices_1d
    WHERE date_time >= '2023-09-20' AND date_time < '2024-09-20'
    GROUP BY security_code
) t
ON ep.security_code = t.security_code
WHERE ep.date_time = '2024-09-20'
AND ep.low >= t.min_low * 0.95
AND ep.low <= t.max_high",[],
